rodata;clube;cartao;atleta;num_camisa;posicao;minuto
21;Athletico-PR;Amarelo;Vitor Roque;9;Atacante;5
21;Fluminense;Amarelo;Marlon;4;Zagueiro;33
21;Gremio;Amarelo;Gabriel Grando;12;Goleiro;88
21;Gremio;Amarelo;Luis Alberto Suárez;9;Atacante;68
21;Cruzeiro;Amarelo;Marlon Rodrigues Xavier;3;Zagueiro;45
21;Gremio;Amarelo;Fábio Pereira da Silva;2;Zagueiro;89
21;Gremio;Amarelo;Cuiabano;54;Zagueiro;69
21;Cruzeiro;Amarelo;Machado;23;Meio-campo;82
21;Cruzeiro;Amarelo;Neris;27;Zagueiro;38
22;Goias;Vermelho;Lucas Halter;3;Zagueiro;92
22;Internacional;Vermelho;Luiz Adriano;9;Atacante;92
22;Goias;Amarelo;Magno Jose da Silva;2;Zagueiro;45
22;Internacional;Amarelo;Wanderson;11;Meio-campo;49
22;Internacional;Amarelo;Charles Aránguiz;20;Meio-campo;27
22;Goias;Vermelho;Magno Jose da Silva;2;Zagueiro;91
22;Goias;Amarelo;Guilherme;60;Meio-campo;5
22;Internacional;Amarelo;Enner Valencia;13;Atacante;41
22;Athletico-PR;Amarelo;Fernandinho;5;Meio-campo;27
22;Atletico-MG;Amarelo;Hulk;7;Atacante;74
22;Athletico-PR;Vermelho;Fernandinho;5;Meio-campo;82
22;Athletico-PR;Amarelo;Vitor Roque;9;Atacante;29
22;Atletico-MG;Amarelo;Jemerson de Jesus Nascimento;34;Zagueiro;95
22;Atletico-MG;Amarelo;Éverson Felipe Marques Pires;22;Goleiro;59
22;Botafogo-RJ;Vermelho;Gabriel Appelt Pires;14;Meio-campo;98
22;Botafogo-RJ;Amarelo;Gabriel Appelt Pires;14;Meio-campo;98
22;Botafogo-RJ;Amarelo;Víctor Cuesta;15;Zagueiro;50
22;Flamengo;Amarelo;Bruno Henrique;27;Meio-campo;45
22;Botafogo-RJ;Amarelo;Danilo Neves;6;Meio-campo;85
22;Flamengo;Amarelo;Fabrício Bruno;15;Zagueiro;95
22;Flamengo;Amarelo;Ayrton Lucas Dantas de Medeiros;6;Zagueiro;43
22;Gremio;Amarelo;Rodrigo Ely;5;Zagueiro;69
22;Cuiaba;Amarelo;Lucas Mineiro;31;Meio-campo;41
22;Gremio;Amarelo;Everton;13;Meio-campo;62
22;Fluminense;Amarelo;John Kennedy;9;Atacante;45
22;Fluminense;Amarelo;Diogo Barbosa;16;Zagueiro;26
22;Fortaleza;Amarelo;José Welison;17;Meio-campo;42
22;Fluminense;Amarelo;André;7;Meio-campo;94
22;Fluminense;Amarelo;Samuel Xavier;2;Zagueiro;30
22;Fortaleza;Amarelo;Gonzalo Escobar;33;Zagueiro;91
22;Fortaleza;Amarelo;Emanuel Brítez;19;Zagueiro;28
22;Palmeiras;Vermelho;Murilo Cerqueira;26;Zagueiro;92
22;Palmeiras;Amarelo;Gustavo Gómez;15;Zagueiro;92
22;Palmeiras;Amarelo;José Rafael Vivian;8;Meio-campo;84
22;Corinthians;Vermelho;Maycon de Andrade Barberan;7;Meio-campo;96
22;Corinthians;Amarelo;Lucas Veríssimo;3;Zagueiro;98
22;Palmeiras;Amarelo;Murilo Cerqueira;26;Zagueiro;92
22;Bahia;Amarelo;Vitor Hugo Franchescoli de Souza;31;Zagueiro;88
22;Vasco;Amarelo;Zé Vitor;44;Zagueiro;98
22;Vasco;Amarelo;Leonardo Pinheiro;3;Zagueiro;41
22;Vasco;Vermelho;Jair Rodrigues Júnior;8;Meio-campo;94
22;Bahia;Amarelo;Gilberto Moraes Júnior;2;Zagueiro;20
22;Vasco;Amarelo;Gary Medel;17;Meio-campo;72
22;Bragantino;Amarelo;Juninho Capixaba;29;Zagueiro;92
22;Bragantino;Amarelo;Matheus Gonçalves;25;Atacante;76
22;Bragantino;Amarelo;Thiago Borbas;18;Atacante;14
22;Cruzeiro;Amarelo;Rafael Elias;40;Atacante;47
22;Bragantino;Amarelo;Alerrandro Barra Mansa Realino de Souza;9;Atacante;87
22;Bragantino;Amarelo;Vitor Hugo Naum dos Santos;28;Meio-campo;41
22;Santos;Vermelho;Yeferson Soteldo;10;Meio-campo;94
22;Santos;Amarelo;Yeferson Soteldo;10;Meio-campo;94
22;Santos;Amarelo;Stiven Mendoza;20;Meio-campo;57
22;America-MG;Amarelo;Óscar Méndez;23;Meio-campo;77
22;Santos;Amarelo;Jean Lucas Oliveira;8;Meio-campo;93
22;Santos;Amarelo;Tomás Rincón;25;Meio-campo;50
23;Flamengo;Amarelo;Wesley França;43;Meio-campo;30
23;Athletico-PR;Amarelo;Hugo Moura;17;Meio-campo;58
23;Flamengo;Vermelho;Gabriel Barbosa;10;Atacante;67
23;Flamengo;Amarelo;Éverton Ribeiro;7;Meio-campo;52
23;Athletico-PR;Amarelo;Alex Paulo Menezes Santana;80;Meio-campo;71
23;Internacional;Amarelo;Matheus Dias;41;Meio-campo;97
23;Internacional;Amarelo;Gabriel Girotto Franco;23;Meio-campo;30
23;Sao Paulo;Amarelo;Jonathan Calleri;9;Atacante;94
23;Sao Paulo;Amarelo;Pablo Maia;29;Meio-campo;41
23;Internacional;Amarelo;Lucca Holanda Sampaio Tavares;45;Atacante;98
23;Internacional;Amarelo;Keiller;1;Goleiro;45
23;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;18
23;Sao Paulo;Amarelo;Rafinha;13;Zagueiro;75
23;Sao Paulo;Amarelo;Diego Costa;4;Zagueiro;16
23;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;79
23;Santos;Amarelo;Júnior Caiçara;80;Zagueiro;36
23;Cruzeiro;Amarelo;Marlon Rodrigues Xavier;3;Zagueiro;17
23;Santos;Amarelo;João Basso;2;Zagueiro;50
23;Cruzeiro;Amarelo;Luciano Castán;4;Zagueiro;45
23;Corinthians;Amarelo;Bruno Méndez;25;Zagueiro;93
23;Fortaleza;Amarelo;Mário Sérgio Santos Costa;12;Meio-campo;29
23;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;4;Zagueiro;87
23;Coritiba;Amarelo;Thiago Dombroski;55;Zagueiro;55
23;Coritiba;Amarelo;Hayner;2;Zagueiro;25
23;Coritiba;Amarelo;Bruno Gomes;6;Meio-campo;36
23;Bahia;Amarelo;Julio Cesar de Rezende Miranda;5;Meio-campo;32
23;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;48
23;Bragantino;Amarelo;Aderlan Silva;13;Zagueiro;91
23;Bragantino;Amarelo;Hélio Junio Nunes de Castro;11;Meio-campo;37
23;Gremio;Amarelo;Mathías Villasanti;20;Meio-campo;37
23;Bragantino;Amarelo;Matheus Fernandes;35;Meio-campo;56
23;Bragantino;Amarelo;Eduardo Sasha;19;Atacante;28
23;America-MG;Vermelho;Danilo Avelar;22;Zagueiro;77
23;Cuiaba;Amarelo;Filipe Augusto Carvalho Souza;5;Meio-campo;60
23;America-MG;Amarelo;Felipe Azevedo;11;Atacante;65
23;America-MG;Amarelo;Rodriguinho;75;Meio-campo;4
23;America-MG;Amarelo;Rodrigo Varanda;65;Atacante;83
23;America-MG;Amarelo;Danilo Avelar;22;Zagueiro;50
23;Palmeiras;Amarelo;Kevin;37;Atacante;67
23;Goias;Amarelo;Raphael Guzzo;5;Meio-campo;72
23;Goias;Vermelho;Raphael Guzzo;5;Meio-campo;75
23;Palmeiras;Amarelo;Rony;10;Atacante;81
23;Palmeiras;Amarelo;José Manuel Alberto López;18;Meio-campo;30
23;Goias;Amarelo;Willian;12;Meio-campo;8
23;Vasco;Amarelo;Zé Gabriel;23;Meio-campo;88
23;Vasco;Amarelo;José Luis Rodríguez Bebanz;2;Zagueiro;39
23;Fluminense;Amarelo;Marlon;4;Zagueiro;34
23;Vasco;Amarelo;Gabriel Pec;11;Atacante;73
23;Vasco;Amarelo;Pablo Vegetti;99;Atacante;15
23;Atletico-MG;Amarelo;Mariano;25;Zagueiro;45
23;Atletico-MG;Amarelo;Matías Zaracho;15;Meio-campo;91
23;Botafogo-RJ;Amarelo;Leonel Di Plácido;24;Zagueiro;28
15;Corinthians;Amarelo;Fábio Santos;6;Zagueiro;40
15;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;54
24;Bahia;Amarelo;Lucas Mugni;19;Meio-campo;96
24;Santos;Amarelo;Joaquim Henrique;28;Zagueiro;87
24;Santos;Amarelo;Lucas Rafael Araújo Lima;23;Meio-campo;89
24;Bragantino;Amarelo;Matheus Fernandes;35;Meio-campo;93
24;America-MG;Amarelo;Everaldo;37;Atacante;79
24;Bragantino;Amarelo;Lucas Rafael;45;Zagueiro;54
24;Goias;Amarelo;Julián Palacios;10;Meio-campo;85
24;Flamengo;Amarelo;Bruno Henrique;27;Atacante;87
24;Flamengo;Amarelo;Igor Jesus;48;Meio-campo;93
24;Flamengo;Amarelo;Fabrício Bruno;15;Zagueiro;71
24;Fluminense;Amarelo;Marcelo Vieira da Silva Júnior;12;Zagueiro;90
24;Fluminense;Amarelo;André;7;Meio-campo;85
24;Fluminense;Amarelo;Felipe Melo;30;Zagueiro;39
24;Cruzeiro;Amarelo;Wesley Ribeiro Silva;11;Meio-campo;30
24;Fluminense;Amarelo;Fábio Deivson Lopes Maciel;1;Goleiro;88
24;Fluminense;Amarelo;Keno;11;Meio-campo;82
24;Fluminense;Amarelo;Nino;33;Zagueiro;34
24;Sao Paulo;Amarelo;Nathan;45;Zagueiro;67
24;Fortaleza;Amarelo;Pedro Augusto;21;Meio-campo;98
24;Fortaleza;Amarelo;Mário Sérgio Santos Costa;12;Meio-campo;69
24;Fortaleza;Amarelo;José Welison;17;Meio-campo;27
24;Sao Paulo;Amarelo;Rodriguinho;18;Meio-campo;88
24;Sao Paulo;Amarelo;Diego Costa;4;Zagueiro;53
24;Fortaleza;Amarelo;Thiago Galhardo;91;Atacante;93
24;Fortaleza;Amarelo;João Ricardo Riedi;1;Goleiro;60
24;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;18
24;Vasco;Amarelo;Sebastián Ferreira;9;Atacante;79
24;Coritiba;Amarelo;Willian Farias;8;Meio-campo;73
24;Coritiba;Amarelo;Benjamín Kuscevic;13;Zagueiro;89
24;Coritiba;Amarelo;Andreas Samaris;22;Meio-campo;3
24;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;45
24;Athletico-PR;Amarelo;Vitor Bueno;8;Meio-campo;31
24;Internacional;Amarelo;Carlos de Pena;14;Meio-campo;63
24;Internacional;Amarelo;Matheus Dias;41;Meio-campo;12
24;Athletico-PR;Amarelo;Pablo Felipe Teixeira;92;Atacante;45
24;Internacional;Amarelo;Wanderson;11;Atacante;98
24;Internacional;Amarelo;Fabricio Bustos;16;Zagueiro;50
24;Internacional;Amarelo;Nicolás Hernández;22;Zagueiro;7
24;Gremio;Amarelo;Rodrigo Ely;5;Zagueiro;34
24;Palmeiras;Amarelo;Mayke;12;Meio-campo;63
24;Gremio;Vermelho;Mathías Villasanti;20;Meio-campo;86
24;Gremio;Amarelo;Gabriel Grando;12;Goleiro;99
24;Gremio;Amarelo;João Pedro;11;Atacante;45
24;Palmeiras;Amarelo;Gabriel Menino;25;Meio-campo;72
24;Palmeiras;Amarelo;Marcos Rocha;2;Zagueiro;45
24;Gremio;Amarelo;Mathías Villasanti;20;Meio-campo;59
24;Corinthians;Amarelo;Yuri Alberto;9;Atacante;97
24;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;4;Zagueiro;87
24;Botafogo-RJ;Amarelo;Diego Costa;19;Atacante;87
24;Botafogo-RJ;Amarelo;Adryelson;34;Zagueiro;71
24;Corinthians;Amarelo;Fagner;23;Zagueiro;88
24;Corinthians;Amarelo;Gabriel Moscardo;44;Meio-campo;42
24;Botafogo-RJ;Amarelo;Danilo Neves;6;Meio-campo;73
24;Botafogo-RJ;Amarelo;Marlon Freitas;17;Meio-campo;45
24;Botafogo-RJ;Vermelho;Fernando Marçal;21;Zagueiro;23
24;Atletico-MG;Amarelo;Otávio Henrique Passos Santos;5;Meio-campo;81
24;Atletico-MG;Amarelo;Mauricio Lemos;28;Zagueiro;24
24;Cuiaba;Amarelo;Denilson;27;Meio-campo;50
24;Atletico-MG;Amarelo;Pedrinho;38;Meio-campo;69
24;Cuiaba;Amarelo;Marllon Borges;4;Zagueiro;61
24;Cuiaba;Amarelo;Lucas Mineiro;31;Meio-campo;49
15;America-MG;Vermelho;Felipe Azevedo;11;Atacante;99
15;America-MG;Amarelo;Felipe Azevedo;11;Atacante;98
15;America-MG;Amarelo;Emmanuel Martínez;5;Meio-campo;35
15;Vasco;Amarelo;Lucas Piton;6;Zagueiro;49
15;America-MG;Vermelho;Iago Maidana;3;Zagueiro;45
15;America-MG;Amarelo;Óscar Méndez;23;Meio-campo;80
15;Vasco;Amarelo;Sergio Antonio De Luiz Junior;70;Meio-campo;81
22;Sao Paulo;Amarelo;Jonathan Calleri;9;Atacante;83
22;Coritiba;Amarelo;Henrique Adriano Buss;3;Zagueiro;83
22;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;6
22;Sao Paulo;Amarelo;Luan Vinícius da Silva Santos;8;Meio-campo;58
22;Coritiba;Amarelo;Victor Luis;26;Zagueiro;69
25;Flamengo;Amarelo;Thiago Maia;8;Meio-campo;24
25;Bahia;Amarelo;Yago Rocha;20;Meio-campo;60
25;Bahia;Vermelho;Kanu;4;Zagueiro;49
25;Bahia;Amarelo;Julio Cesar de Rezende Miranda;5;Meio-campo;61
25;Gremio;Amarelo;Lucas Besozzi;22;Atacante;74
25;Fortaleza;Amarelo;Marcelo da Conceição Benevenuto Malaquias;5;Zagueiro;96
25;Gremio;Amarelo;Nathan;14;Meio-campo;59
25;Sao Paulo;Amarelo;Gabriel Neves;20;Meio-campo;95
25;Sao Paulo;Amarelo;Lucas Beraldo;35;Zagueiro;52
25;Sao Paulo;Amarelo;Wellington Rato;27;Meio-campo;24
25;Corinthians;Amarelo;Ángel Romero;11;Meio-campo;33
25;Sao Paulo;Amarelo;Rafinha;13;Zagueiro;55
25;Sao Paulo;Amarelo;Jonathan Calleri;9;Atacante;45
25;Corinthians;Amarelo;Gustavo Mosquito;19;Meio-campo;38
25;Cuiaba;Amarelo;Alan Empereur;33;Zagueiro;53
25;Fluminense;Amarelo;Lima;45;Meio-campo;60
25;Fluminense;Amarelo;Martinelli;8;Meio-campo;17
25;Cuiaba;Amarelo;Fernando Sobral;88;Meio-campo;62
25;Cuiaba;Amarelo;Lucas Mineiro;31;Meio-campo;39
25;Fluminense;Amarelo;Thiago dos Santos;29;Zagueiro;22
25;Fluminense;Vermelho;Martinelli;8;Meio-campo;40
25;Atletico-MG;Amarelo;Paulinho;10;Meio-campo;78
25;Internacional;Vermelho;Hugo Mallo;2;Zagueiro;99
25;Internacional;Amarelo;Igor Gomes;21;Zagueiro;78
25;Cruzeiro;Amarelo;Wesley Ribeiro Silva;11;Meio-campo;38
25;America-MG;Amarelo;Alexandre Egea;16;Meio-campo;91
25;America-MG;Amarelo;Esteban Burgos;26;Zagueiro;18
25;Cruzeiro;Amarelo;Bruno Rodrigues;9;Atacante;81
25;Cruzeiro;Amarelo;Matheus Jussa;18;Meio-campo;30
25;America-MG;Amarelo;Washington Aguerre;93;Goleiro;81
25;Cruzeiro;Vermelho;Fernando Henrique Pereira;15;Meio-campo;94
25;Santos;Amarelo;João Paulo;34;Goleiro;60
25;Santos;Amarelo;Tomás Rincón;25;Meio-campo;45
25;Vasco;Amarelo;Sebastián Ferreira;9;Atacante;55
25;Santos;Vermelho;Rodrigo Fernández;14;Meio-campo;61
25;Vasco;Vermelho;Gary Medel;17;Zagueiro;60
25;Santos;Amarelo;Douglas Moreira;19;Meio-campo;98
25;Santos;Amarelo;Yeferson Soteldo;10;Atacante;60
25;Santos;Amarelo;José Rodolfo Pires Ribeiro;16;Zagueiro;24
25;Santos;Vermelho;Lucas Rafael Araújo Lima;23;Meio-campo;60
25;Coritiba;Amarelo;Marcelino Moreno;10;Meio-campo;39
25;Athletico-PR;Amarelo;Tomás Cuello;28;Atacante;81
25;Athletico-PR;Amarelo;Carlos de Menezes Júnior;25;Zagueiro;12
25;Coritiba;Amarelo;Diogo de Oliveira Barbosa;18;Meio-campo;57
25;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;88
25;Athletico-PR;Amarelo;Agustín Canobbio;14;Meio-campo;52
25;Bragantino;Amarelo;Cleiton Schwengber;1;Goleiro;93
25;Bragantino;Amarelo;Aderlan Silva;13;Zagueiro;75
25;Palmeiras;Amarelo;Vanderlan;6;Zagueiro;43
25;Bragantino;Amarelo;Thiago Borbas;18;Atacante;97
25;Bragantino;Amarelo;Lucas Evangelista;8;Meio-campo;76
25;Palmeiras;Amarelo;Luan Garcia Teixeira;13;Zagueiro;97
25;Botafogo-RJ;Amarelo;João Victor Santos Sá;7;Meio-campo;75
25;Botafogo-RJ;Amarelo;Lucas Perri;12;Goleiro;15
25;Goias;Amarelo;Lucas Halter;3;Zagueiro;93
25;Goias;Amarelo;Allano;77;Atacante;15
25;Botafogo-RJ;Amarelo;Tiquinho Soares;9;Atacante;87
25;Botafogo-RJ;Amarelo;Diego Costa;19;Atacante;50
25;Goias;Amarelo;Magno Jose da Silva;2;Zagueiro;93
25;Goias;Amarelo;Everton Morelli;40;Meio-campo;45
26;Goias;Amarelo;Lucas Halter;3;Zagueiro;25
26;Bahia;Amarelo;Julio Cesar de Rezende Miranda;5;Meio-campo;34
26;Goias;Amarelo;Bruno Santos;13;Meio-campo;85
26;Bahia;Amarelo;Gabriel Teixeira;10;Atacante;84
26;Vasco;Amarelo;Maicon Pereira Roque;4;Zagueiro;73
26;Vasco;Amarelo;Paulinho;18;Meio-campo;37
26;Vasco;Amarelo;Figueiredo;15;Atacante;95
26;Vasco;Amarelo;Leonardo Pinheiro;3;Zagueiro;45
26;Sao Paulo;Amarelo;Nathan;45;Zagueiro;45
26;Corinthians;Amarelo;Fagner;23;Zagueiro;58
26;Corinthians;Amarelo;Gabriel Moscardo;44;Meio-campo;33
26;Flamengo;Amarelo;Léo Pereira;4;Zagueiro;77
26;Corinthians;Amarelo;Lucas Veríssimo;3;Zagueiro;52
26;Flamengo;Amarelo;Bruno Henrique;27;Meio-campo;94
26;Flamengo;Amarelo;Erick Pulgar;5;Meio-campo;41
26;Internacional;Amarelo;Nicolás Hernández;22;Zagueiro;93
26;Internacional;Amarelo;Igor Gomes;21;Zagueiro;82
26;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;39
26;Gremio;Amarelo;Pedro Geromel;3;Zagueiro;94
26;Gremio;Amarelo;Aldemir Ferreira;10;Atacante;52
26;Internacional;Amarelo;Enner Valencia;13;Atacante;91
26;Internacional;Amarelo;Renê Rodrigues Martins;6;Zagueiro;66
26;Internacional;Amarelo;Johnny Cardoso;30;Meio-campo;14
26;Gremio;Amarelo;Mathías Villasanti;20;Meio-campo;63
26;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;28
26;Fluminense;Amarelo;Keno;11;Meio-campo;38
26;Botafogo-RJ;Amarelo;Danilo Neves;6;Meio-campo;25
26;Fluminense;Amarelo;John Kennedy;9;Atacante;45
26;Botafogo-RJ;Amarelo;Marlon Freitas;17;Meio-campo;35
26;Palmeiras;Amarelo;Richard Ríos;27;Meio-campo;95
26;Santos;Amarelo;Guilherme Camacho;29;Meio-campo;73
26;Santos;Amarelo;Tomás Rincón;25;Meio-campo;41
26;Palmeiras;Amarelo;José Rafael Vivian;8;Meio-campo;14
26;Santos;Amarelo;Alfredo Morelos;22;Atacante;42
26;Bragantino;Amarelo;Aderlan Silva;13;Zagueiro;67
26;Bragantino;Amarelo;Hélio Junio Nunes de Castro;11;Meio-campo;10
26;Athletico-PR;Amarelo;Fernandinho;5;Meio-campo;45
26;Bragantino;Amarelo;Raul;23;Meio-campo;79
26;Bragantino;Amarelo;Juninho Capixaba;29;Zagueiro;14
26;Athletico-PR;Amarelo;Agustín Canobbio;14;Meio-campo;91
26;Atletico-MG;Amarelo;Otávio Henrique Passos Santos;5;Meio-campo;88
26;Coritiba;Amarelo;Henrique Adriano Buss;3;Zagueiro;72
26;Atletico-MG;Amarelo;Mauricio Lemos;28;Zagueiro;93
26;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;83
26;Fortaleza;Amarelo;Emanuel Brítez;19;Zagueiro;16
26;Fortaleza;Amarelo;Imanol Machuca;39;Meio-campo;53
26;America-MG;Amarelo;Ricardo Silva;45;Zagueiro;41
26;Cruzeiro;Amarelo;Oliveira;6;Meio-campo;82
26;Cruzeiro;Amarelo;Arthur Gomes;19;Atacante;1
26;Cruzeiro;Amarelo;Machado;23;Meio-campo;45
27;Gremio;Amarelo;Luis Alberto Suárez;9;Atacante;44
27;Athletico-PR;Amarelo;Tomás Cuello;28;Meio-campo;85
27;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;57
27;Athletico-PR;Amarelo;Agustín Canobbio;14;Atacante;25
27;Gremio;Amarelo;Reinaldo Manoel da Silva;6;Zagueiro;58
27;Athletico-PR;Amarelo;Kaique Rocha;4;Zagueiro;95
27;Athletico-PR;Amarelo;Lucas Esquivel;37;Zagueiro;73
27;Athletico-PR;Amarelo;Alex Paulo Menezes Santana;80;Meio-campo;53
27;Gremio;Vermelho;Reinaldo Manoel da Silva;6;Zagueiro;97
27;Cuiaba;Amarelo;Alan Empereur;33;Zagueiro;19
27;Cuiaba;Amarelo;Raniele;14;Meio-campo;74
27;Botafogo-RJ;Amarelo;Júnior Santos;37;Meio-campo;60
27;America-MG;Amarelo;Alexandre Egea;16;Meio-campo;72
27;Goias;Amarelo;Sidimar Fernando Sigolini;4;Zagueiro;74
27;Goias;Amarelo;Willian;12;Meio-campo;15
27;Sao Paulo;Amarelo;Caio Paulista;38;Zagueiro;26
27;Goias;Amarelo;Matheus Babi;9;Atacante;96
27;Goias;Amarelo;Allano;77;Atacante;26
27;Sao Paulo;Amarelo;Pablo Maia;29;Meio-campo;36
27;Sao Paulo;Amarelo;Rafinha;13;Zagueiro;24
27;Vasco;Amarelo;Mateus Carvalho;85;Meio-campo;83
27;Vasco;Amarelo;Gabriel Pec;11;Atacante;3
27;Fortaleza;Amarelo;Gonzalo Escobar;33;Zagueiro;44
27;Vasco;Amarelo;Marlon Gomes;25;Meio-campo;24
27;Fortaleza;Amarelo;Yago Pikachu;22;Meio-campo;54
27;Bahia;Amarelo;Julio Cesar de Rezende Miranda;5;Meio-campo;30
27;Internacional;Vermelho;Lucca Holanda Sampaio Tavares;45;Atacante;83
27;Internacional;Amarelo;Vitão;44;Zagueiro;52
27;Cruzeiro;Amarelo;Marlon Rodrigues Xavier;3;Zagueiro;70
27;Cruzeiro;Amarelo;Helibelton Palacios;24;Zagueiro;38
27;Flamengo;Amarelo;Thiago Maia;8;Meio-campo;3
27;Cruzeiro;Amarelo;Wesley Ribeiro Silva;11;Atacante;68
27;Flamengo;Amarelo;Agustín Rossi;17;Goleiro;78
27;Palmeiras;Amarelo;Endrick;9;Meio-campo;90
27;Palmeiras;Amarelo;Jhonatan dos Santos Rosa;40;Meio-campo;55
27;Palmeiras;Amarelo;Kevin;37;Meio-campo;20
27;Atletico-MG;Amarelo;Matías Zaracho;15;Meio-campo;70
27;Palmeiras;Amarelo;Fabinho;35;Meio-campo;98
27;Palmeiras;Amarelo;Gustavo Gómez;15;Zagueiro;69
27;Palmeiras;Amarelo;Rony;10;Atacante;45
27;Atletico-MG;Amarelo;Rubens;44;Meio-campo;74
27;Atletico-MG;Amarelo;Alan Franco Palma;23;Meio-campo;57
27;Santos;Amarelo;Douglas Moreira;19;Meio-campo;66
27;Santos;Amarelo;João Paulo;34;Goleiro;26
27;Santos;Amarelo;Gustavo Nonato;7;Meio-campo;96
27;Santos;Amarelo;Jean Lucas Oliveira;8;Meio-campo;44
27;Bragantino;Amarelo;Luan Patrick;30;Zagueiro;45
27;Fluminense;Amarelo;Lima;45;Meio-campo;71
27;Fluminense;Amarelo;Germán Cano;14;Atacante;48
27;Fluminense;Amarelo;Marcelo Vieira da Silva Júnior;12;Zagueiro;29
27;Corinthians;Amarelo;Pedro Henrique Silva dos Santos;27;Meio-campo;36
27;Fluminense;Vermelho;Thiago dos Santos;29;Meio-campo;65
27;Fluminense;Amarelo;Thiago dos Santos;29;Meio-campo;64
27;Fluminense;Amarelo;Felipe Melo;30;Zagueiro;33
27;Corinthians;Amarelo;Yuri Alberto;9;Atacante;41
27;Corinthians;Amarelo;Maycon de Andrade Barberan;7;Meio-campo;19
27;Fluminense;Vermelho;Felipe Melo;30;Zagueiro;71
28;Cuiaba;Amarelo;Rikelme;20;Zagueiro;28
28;Goias;Amarelo;Raphael Guzzo;5;Meio-campo;72
28;Goias;Amarelo;Tadeu Antonio Ferreira;23;Goleiro;91
28;Goias;Amarelo;Everton Morelli;40;Meio-campo;35
28;Sao Paulo;Amarelo;Pablo Maia;29;Meio-campo;43
28;Gremio;Amarelo;Josué;48;Meio-campo;69
28;Gremio;Amarelo;Luis Alberto Suárez;9;Atacante;89
28;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;21
28;Bahia;Amarelo;Danilo Fernandes;1;Goleiro;90
28;Bahia;Amarelo;Cauly;8;Meio-campo;59
28;Bahia;Amarelo;Raul Gustavo Pereira Bicalho;34;Zagueiro;35
28;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;90
28;Fortaleza;Amarelo;Lucas Sasha;88;Meio-campo;45
28;Bahia;Amarelo;Thaciano;16;Meio-campo;62
28;Bahia;Amarelo;Yago Rocha;20;Meio-campo;45
28;Bahia;Amarelo;Camilo Cándido;38;Zagueiro;16
28;Fortaleza;Amarelo;Bruno Pacheco;6;Zagueiro;64
28;Fortaleza;Amarelo;Emanuel Brítez;19;Zagueiro;44
28;Atletico-MG;Amarelo;Matías Zaracho;15;Meio-campo;57
28;Cruzeiro;Amarelo;Rafael Elias;40;Atacante;90
28;Cruzeiro;Amarelo;Neris;27;Zagueiro;39
28;Atletico-MG;Amarelo;Mauricio Lemos;28;Zagueiro;90
28;Atletico-MG;Amarelo;Bruno Fuchs;3;Zagueiro;41
28;Cruzeiro;Amarelo;Matheus Jussa;18;Meio-campo;42
28;Vasco;Amarelo;Paulinho;18;Meio-campo;95
28;Flamengo;Amarelo;Fabrício Bruno;15;Zagueiro;23
28;Vasco;Amarelo;Paulo;96;Zagueiro;33
28;Internacional;Amarelo;Renê Rodrigues Martins;6;Zagueiro;45
28;Santos;Amarelo;Gustavo Nonato;7;Meio-campo;85
28;Bragantino;Amarelo;Lucas Evangelista;8;Meio-campo;77
28;Bragantino;Amarelo;Matheus Fernandes;35;Meio-campo;39
28;Fluminense;Amarelo;Samuel Xavier;2;Zagueiro;45
28;Bragantino;Amarelo;Vitor Hugo Naum dos Santos;28;Meio-campo;45
28;Fluminense;Amarelo;Jhon Arias;21;Meio-campo;87
28;Corinthians;Amarelo;Fagner;23;Zagueiro;41
28;America-MG;Amarelo;Wellington Paulista;9;Atacante;99
28;Corinthians;Amarelo;Wesley Gassova;36;Meio-campo;89
28;America-MG;Amarelo;Esteban Burgos;26;Zagueiro;100
28;America-MG;Amarelo;Ricardo Silva;45;Zagueiro;72
28;Palmeiras;Amarelo;Richard Ríos;27;Meio-campo;35
28;Coritiba;Amarelo;Natanael;16;Zagueiro;93
28;Botafogo-RJ;Amarelo;João Victor Santos Sá;7;Meio-campo;75
28;Athletico-PR;Amarelo;Kaique Rocha;4;Zagueiro;38
28;Botafogo-RJ;Amarelo;Carlos Eduardo de Oliveira Alves;33;Meio-campo;49
29;Bragantino;Amarelo;Aderlan Silva;13;Zagueiro;44
29;Atletico-MG;Amarelo;Cristian Pavón;9;Meio-campo;91
29;Atletico-MG;Amarelo;Renzo Saravia;26;Zagueiro;63
