rodata;clube;cartao;atleta;num_camisa;posicao;minuto
7;Coritiba;Amarelo;Natanael;16;Meio-campo;36
7;Coritiba;Amarelo;Liziero;31;Meio-campo;18
7;Atletico-MG;Amarelo;Eduardo Vargas;11;Atacante;84
7;Atletico-MG;Amarelo;Hulk;7;Atacante;65
7;Atletico-MG;Amarelo;Patrick;49;Meio-campo;45
7;Santos;Amarelo;Douglas Moreira;19;Meio-campo;75
7;Palmeiras;Amarelo;Raphael Cavalcante Veiga;23;Meio-campo;15
7;Santos;Amarelo;Daniel Ruiz Rivera;7;Atacante;88
7;Santos;Amarelo;Ângelo Gabriel;11;Meio-campo;21
7;Corinthians;Amarelo;Bruno Méndez;25;Zagueiro;76
7;Corinthians;Amarelo;Cássio Ramos;12;Goleiro;78
7;Internacional;Amarelo;Gustavo Campanharo;17;Meio-campo;69
7;Gremio;Vermelho;Walter Kannemann;4;Zagueiro;52
7;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;27
7;Cuiaba;Amarelo;Fernando Sobral;88;Meio-campo;98
7;Cuiaba;Amarelo;Wellington Alves da Silva;11;Atacante;15
7;Cruzeiro;Amarelo;Gilberto Oliveira Souza Junior;21;Atacante;77
7;Cuiaba;Amarelo;Denilson;27;Meio-campo;83
8;Athletico-PR;Amarelo;Vitor Bueno;8;Meio-campo;55
8;Gremio;Amarelo;André Henrique;77;Atacante;96
8;Gremio;Amarelo;Adriel;31;Goleiro;55
8;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;76
8;Gremio;Amarelo;Gustavo Martins;53;Zagueiro;98
8;Gremio;Amarelo;Reinaldo Manoel da Silva;22;Meio-campo;56
8;Fortaleza;Amarelo;João Ricardo Riedi;1;Goleiro;91
8;Vasco;Amarelo;Manuel Capasso;22;Zagueiro;5
8;Fortaleza;Amarelo;Yago Pikachu;22;Meio-campo;98
8;Fortaleza;Amarelo;Hércules;35;Meio-campo;42
8;Cruzeiro;Amarelo;William de Asevedo Furtado;12;Zagueiro;62
8;Cruzeiro;Amarelo;Rafael Cabral Barbosa;1;Goleiro;45
8;Flamengo;Amarelo;Gerson Santos da Silva;20;Meio-campo;66
8;Flamengo;Amarelo;Thiago Maia;8;Meio-campo;52
8;Cruzeiro;Amarelo;Igor Formiga;33;Zagueiro;52
8;Cruzeiro;Amarelo;Wesley Ribeiro Silva;11;Atacante;31
8;Flamengo;Amarelo;Ayrton Lucas Dantas de Medeiros;6;Zagueiro;94
8;Flamengo;Amarelo;Gabriel Barbosa;10;Atacante;56
8;Cruzeiro;Amarelo;Matheus Jussa;18;Zagueiro;82
8;Cuiaba;Amarelo;Patric;94;Zagueiro;86
8;Cuiaba;Amarelo;Raniele;14;Meio-campo;58
8;Coritiba;Amarelo;Matheus Bianqui;17;Meio-campo;83
8;Coritiba;Amarelo;Gabriel Vasconcellos Ferreira;1;Goleiro;69
8;Cuiaba;Amarelo;Alan Empereur;33;Zagueiro;71
8;Coritiba;Amarelo;Benjamín Kuscevic;13;Zagueiro;95
8;Coritiba;Amarelo;Bruno Viana;5;Zagueiro;72
8;Coritiba;Amarelo;Wesley Pombo;57;Atacante;66
8;Sao Paulo;Amarelo;Alan Franco;28;Zagueiro;78
8;Goias;Amarelo;Fellipe Bastos;8;Meio-campo;97
8;Goias;Amarelo;Lucas Halter;3;Zagueiro;45
8;Sao Paulo;Amarelo;Wellington Rato;27;Meio-campo;45
8;Goias;Amarelo;Bruno Santos;13;Zagueiro;95
8;Goias;Amarelo;Diego;20;Meio-campo;24
8;Internacional;Amarelo;Gustavo Campanharo;17;Meio-campo;97
8;Bahia;Amarelo;Everaldo Stum;9;Atacante;63
8;Bahia;Amarelo;Ryan;66;Zagueiro;68
8;Corinthians;Amarelo;Cássio Ramos;12;Goleiro;95
8;Corinthians;Amarelo;Matheus Bidu;21;Zagueiro;52
8;Fluminense;Amarelo;Samuel Xavier;2;Zagueiro;52
8;Corinthians;Amarelo;Fausto Vera;5;Meio-campo;82
8;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;4;Zagueiro;14
8;Fluminense;Amarelo;Felipe Melo;30;Zagueiro;42
8;Bragantino;Amarelo;Hélio Junio Nunes de Castro;11;Atacante;14
8;Bragantino;Amarelo;Matheus Fernandes;35;Meio-campo;57
8;Santos;Amarelo;Deivid Washington;36;Atacante;72
8;Atletico-MG;Amarelo;Cristian Pavón;9;Meio-campo;40
8;Palmeiras;Amarelo;Vanderlan;6;Zagueiro;96
8;Palmeiras;Amarelo;Gabriel Menino;25;Meio-campo;15
8;Atletico-MG;Amarelo;Matías Zaracho;15;Meio-campo;44
8;Atletico-MG;Amarelo;Nathanael Ananias da Silva;40;Zagueiro;24
8;Palmeiras;Amarelo;Raphael Cavalcante Veiga;23;Meio-campo;45
8;Botafogo-RJ;Amarelo;Fernando Marçal;21;Zagueiro;44
8;America-MG;Amarelo;Márcio Almeida de Oliveira;25;Zagueiro;72
8;America-MG;Amarelo;Renato Marques;78;Atacante;45
8;Botafogo-RJ;Amarelo;Víctor Cuesta;15;Zagueiro;37
8;America-MG;Amarelo;Iago Maidana;3;Zagueiro;51
9;Fortaleza;Amarelo;Vinicius Zanocelo;25;Meio-campo;81
9;Bahia;Amarelo;Neuciano Gusmão;40;Meio-campo;56
9;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;97
9;Bahia;Amarelo;Everaldo Stum;9;Atacante;65
9;Bahia;Amarelo;Nicolás Acevedo;26;Meio-campo;54
9;Athletico-PR;Amarelo;David Terans;10;Meio-campo;79
9;Athletico-PR;Amarelo;Alex Paulo Menezes Santana;80;Meio-campo;37
9;Botafogo-RJ;Amarelo;Kayque;62;Meio-campo;95
9;Athletico-PR;Amarelo;Pedro Henrique Ribeiro Gonçalves;34;Zagueiro;76
9;Botafogo-RJ;Amarelo;Rafael Pereira da Silva;2;Zagueiro;97
9;Cruzeiro;Amarelo;Neris;27;Zagueiro;85
9;Cruzeiro;Amarelo;Wallisson Luiz;5;Meio-campo;45
9;Cruzeiro;Amarelo;Matheus Jussa;18;Meio-campo;26
9;Atletico-MG;Amarelo;Hulk;7;Atacante;91
9;Atletico-MG;Amarelo;Hyoran;20;Meio-campo;71
9;Cruzeiro;Amarelo;Luciano Castán;4;Zagueiro;96
9;Cruzeiro;Amarelo;Neto;8;Meio-campo;45
9;Cruzeiro;Amarelo;Gabriel José Ferreira Mesquita;91;Goleiro;32
9;Atletico-MG;Amarelo;Renzo Saravia;26;Zagueiro;98
9;Atletico-MG;Amarelo;Éverson Felipe Marques Pires;22;Goleiro;75
9;Atletico-MG;Amarelo;Otávio Henrique Passos Santos;5;Meio-campo;34
9;America-MG;Amarelo;Juninho;8;Meio-campo;84
9;Santos;Amarelo;Joaquim Henrique;28;Zagueiro;43
9;Internacional;Amarelo;Jean Dias;38;Atacante;73
9;Internacional;Amarelo;Johnny Cardoso;30;Meio-campo;10
9;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;64
9;Internacional;Amarelo;Nicolás Hernández;22;Zagueiro;84
9;Internacional;Amarelo;Alan Patrick;10;Meio-campo;45
9;Fluminense;Amarelo;Felipe Melo;30;Zagueiro;51
9;Fluminense;Amarelo;Paulo Henrique Ganso;10;Meio-campo;6
9;Bragantino;Amarelo;Matheus Fernandes;35;Meio-campo;25
9;Fluminense;Amarelo;Samuel Xavier;2;Zagueiro;73
9;Fluminense;Amarelo;Lima;45;Meio-campo;36
9;Fluminense;Amarelo;Nino;33;Zagueiro;4
9;Bragantino;Amarelo;Luan Patrick;30;Zagueiro;8
9;Gremio;Amarelo;Mila;45;Meio-campo;88
9;Sao Paulo;Amarelo;Alan Franco;28;Zagueiro;29
9;Gremio;Amarelo;Reinaldo Manoel da Silva;22;Meio-campo;82
9;Goias;Amarelo;Guilherme;60;Meio-campo;82
9;Cuiaba;Amarelo;Matheus Alexandre Anastácio de Souza;2;Zagueiro;46
9;Goias;Amarelo;Magno Jose da Silva;2;Zagueiro;94
9;Cuiaba;Amarelo;Marllon Borges;4;Zagueiro;67
9;Cuiaba;Amarelo;Raniele;14;Meio-campo;18
9;Palmeiras;Amarelo;Jhonatan dos Santos Rosa;40;Meio-campo;96
9;Palmeiras;Amarelo;Gustavo Gómez;15;Zagueiro;91
9;Coritiba;Amarelo;Júnior Urso;23;Meio-campo;96
9;Coritiba;Amarelo;Andrey;7;Meio-campo;95
9;Coritiba;Amarelo;Bruno Viana;5;Zagueiro;37
9;Palmeiras;Amarelo;Luan Garcia Teixeira;13;Zagueiro;91
9;Palmeiras;Amarelo;José Rafael Vivian;8;Meio-campo;51
9;Coritiba;Amarelo;Henrique Adriano Buss;3;Zagueiro;96
9;Coritiba;Amarelo;Benjamín Kuscevic;13;Zagueiro;56
9;Vasco;Amarelo;Alex Teixeira;7;Atacante;45
9;Vasco;Amarelo;Manuel Capasso;22;Zagueiro;67
10;Santos;Vermelho;Guilherme Camacho;29;Meio-campo;92
10;Coritiba;Amarelo;Robson Fernandes;30;Atacante;70
10;Santos;Amarelo;Guilherme Camacho;29;Meio-campo;89
10;Coritiba;Amarelo;Victor Luis;26;Zagueiro;97
10;Coritiba;Amarelo;Thiago Dombroski;55;Zagueiro;60
10;Atletico-MG;Amarelo;Mariano;25;Zagueiro;80
10;Bragantino;Amarelo;Cleiton Schwengber;1;Goleiro;88
10;Bragantino;Amarelo;Lucas Evangelista;8;Meio-campo;28
10;Atletico-MG;Amarelo;Mauricio Lemos;28;Zagueiro;80
10;Bragantino;Amarelo;Léo Realpe;2;Zagueiro;39
10;Bahia;Amarelo;Kanu;4;Zagueiro;68
10;Bahia;Amarelo;Julio Cesar de Rezende Miranda;5;Meio-campo;27
10;Cruzeiro;Amarelo;Wallisson Luiz;5;Meio-campo;64
10;Bahia;Amarelo;Danilo Fernandes;1;Goleiro;97
10;Bahia;Amarelo;Ryan;66;Meio-campo;51
10;Bahia;Amarelo;Kayky;37;Meio-campo;19
10;Corinthians;Amarelo;Ruan Oliveira;33;Meio-campo;82
10;Cuiaba;Amarelo;Denilson;27;Meio-campo;39
10;Corinthians;Amarelo;Maycon de Andrade Barberan;7;Meio-campo;82
10;Cuiaba;Amarelo;Fernando Sobral;88;Meio-campo;94
10;Cuiaba;Amarelo;Deyverson;16;Atacante;38
10;Botafogo-RJ;Amarelo;Carlos Eduardo de Oliveira Alves;33;Meio-campo;45
10;Fortaleza;Amarelo;José Welison;17;Meio-campo;80
10;Fortaleza;Amarelo;Thiago Galhardo;91;Atacante;3
10;Botafogo-RJ;Amarelo;Tiquinho Soares;9;Atacante;79
10;Botafogo-RJ;Amarelo;Rafael Pereira da Silva;2;Zagueiro;37
10;Fortaleza;Amarelo;Caio Alexandre;8;Meio-campo;13
10;America-MG;Amarelo;Márcio Almeida de Oliveira;25;Zagueiro;44
10;Athletico-PR;Amarelo;Erick Luis Conrado Carvalho;26;Meio-campo;84
10;Athletico-PR;Amarelo;Vitor Roque;9;Atacante;52
10;America-MG;Amarelo;Aloísio dos Santos Gonçalves;99;Atacante;52
10;Athletico-PR;Amarelo;Bento Matheus Krepski;1;Goleiro;92
10;Athletico-PR;Amarelo;Agustín Canobbio;14;Meio-campo;75
10;Sao Paulo;Amarelo;Rodriguinho;18;Meio-campo;90
10;Palmeiras;Amarelo;Artur Victor Guimarães;14;Meio-campo;89
10;Sao Paulo;Vermelho;Pablo Maia;29;Meio-campo;94
10;Sao Paulo;Amarelo;Pablo Maia;29;Meio-campo;93
10;Sao Paulo;Amarelo;David Corrêa da Fonseca;22;Atacante;89
10;Internacional;Amarelo;Matheus Dias;41;Meio-campo;75
10;Vasco;Amarelo;Jair Rodrigues Júnior;8;Meio-campo;47
10;Internacional;Amarelo;Rodrigo Moledo;4;Zagueiro;96
10;Vasco;Amarelo;Robson Bambu;30;Zagueiro;62
10;Vasco;Amarelo;Lucas Piton;6;Zagueiro;15
10;Gremio;Amarelo;Bruno Uvini;15;Zagueiro;87
10;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;55
10;Gremio;Amarelo;Luis Alberto Suárez;9;Atacante;81
10;Goias;Amarelo;Willian;12;Meio-campo;32
10;Fluminense;Amarelo;David Braz;44;Zagueiro;69
10;Fluminense;Amarelo;Germán Cano;14;Atacante;18
10;Goias;Amarelo;Guilherme;60;Meio-campo;53
10;Goias;Amarelo;Zé Ricardo;5;Meio-campo;17
10;Fluminense;Amarelo;Fábio Deivson Lopes Maciel;1;Goleiro;58
11;Cruzeiro;Amarelo;Wallisson Luiz;5;Meio-campo;83
11;Cruzeiro;Amarelo;Luciano Castán;4;Zagueiro;14
11;Fortaleza;Amarelo;Emanuel Brítez;19;Zagueiro;73
11;Fortaleza;Amarelo;José Welison;17;Meio-campo;45
11;Cruzeiro;Amarelo;Marlon Rodrigues Xavier;3;Zagueiro;95
11;Cruzeiro;Amarelo;Machado;23;Meio-campo;44
11;Fortaleza;Amarelo;Caio Alexandre;8;Meio-campo;96
11;Fortaleza;Amarelo;Guilherme;29;Atacante;45
11;Sao Paulo;Amarelo;Gabriel Neves;20;Meio-campo;85
11;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;57
11;Sao Paulo;Amarelo;Caio Paulista;38;Zagueiro;92
11;Sao Paulo;Amarelo;Jonathan Calleri;9;Atacante;59
11;Athletico-PR;Amarelo;Alex Paulo Menezes Santana;80;Meio-campo;44
11;Santos;Amarelo;Douglas Moreira;19;Meio-campo;70
11;Corinthians;Amarelo;Guilherme Biro;26;Meio-campo;45
11;Corinthians;Amarelo;Matheus Bidu;21;Zagueiro;25
11;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;45
11;Corinthians;Amarelo;Fagner;23;Zagueiro;30
11;Corinthians;Amarelo;Yuri Alberto;9;Atacante;20
11;Fluminense;Amarelo;John Kennedy;9;Atacante;98
11;Atletico-MG;Amarelo;Guilherme Arana;13;Zagueiro;95
11;Atletico-MG;Amarelo;Rodrigo Battaglia;21;Meio-campo;89
11;Fluminense;Amarelo;André;7;Meio-campo;95
11;Atletico-MG;Amarelo;Hulk;7;Atacante;90
11;Atletico-MG;Amarelo;Hyoran;20;Meio-campo;32
11;Bahia;Amarelo;Ademir;7;Atacante;44
11;Palmeiras;Amarelo;Breno Lopes;19;Atacante;87
11;Palmeiras;Amarelo;Endrick;9;Atacante;9
11;Bahia;Amarelo;Everaldo Stum;9;Atacante;97
11;Bahia;Amarelo;Kayky;37;Meio-campo;75
11;Bahia;Amarelo;Vinicius Mingotti;21;Atacante;14
11;Palmeiras;Amarelo;Gabriel Menino;25;Meio-campo;74
11;America-MG;Vermelho;Éder;33;Zagueiro;35
11;America-MG;Amarelo;Éder;33;Zagueiro;9
11;America-MG;Amarelo;Mateus Henrique;36;Meio-campo;82
11;Cuiaba;Amarelo;Matheus Alexandre Anastácio de Souza;2;Zagueiro;81
11;Botafogo-RJ;Amarelo;João Victor Santos Sá;7;Atacante;41
11;Cuiaba;Amarelo;Filipe Augusto Carvalho Souza;5;Meio-campo;93
11;Botafogo-RJ;Amarelo;Hugo;16;Zagueiro;68
11;Vasco;Amarelo;Mateus Carvalho;85;Meio-campo;42
11;Goias;Amarelo;Everton Morelli;40;Meio-campo;62
11;Vasco;Amarelo;Andrey Santos;18;Meio-campo;77
11;Goias;Amarelo;Apodi;22;Atacante;87
11;Goias;Amarelo;Willian;12;Meio-campo;23
11;Coritiba;Amarelo;Thiago Dombroski;55;Zagueiro;58
11;Internacional;Amarelo;Gustavo Campanharo;17;Meio-campo;35
11;Internacional;Amarelo;Renê Rodrigues Martins;6;Zagueiro;15
11;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;64
11;Internacional;Amarelo;John Victor Maciel Furtado;31;Goleiro;81
11;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;19
12;Athletico-PR;Amarelo;Madson;22;Zagueiro;89
12;Athletico-PR;Amarelo;Léo Linck;23;Goleiro;52
12;Athletico-PR;Amarelo;Fernandinho;5;Meio-campo;32
12;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;4;Zagueiro;34
12;Athletico-PR;Amarelo;Vitor Roque;9;Atacante;74
12;Athletico-PR;Amarelo;Bento Matheus Krepski;1;Goleiro;49
12;Corinthians;Amarelo;Fábio Santos;6;Zagueiro;92
12;Fluminense;Vermelho;Nino;33;Zagueiro;37
12;Fluminense;Amarelo;Samuel Xavier;2;Zagueiro;45
12;Atletico-MG;Vermelho;Renzo Saravia;26;Zagueiro;89
12;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;50
12;Atletico-MG;Amarelo;Bruno Fuchs;3;Zagueiro;61
12;Cruzeiro;Amarelo;Henrique Dourado;99;Atacante;93
12;Sao Paulo;Amarelo;Rodriguinho;18;Meio-campo;81
12;Sao Paulo;Amarelo;David Corrêa da Fonseca;22;Atacante;88
12;Sao Paulo;Amarelo;Rodrigo Nestor;11;Meio-campo;74
12;Botafogo-RJ;Amarelo;Matheus Nascimento;90;Atacante;95
12;Botafogo-RJ;Amarelo;Danilo Neves;6;Meio-campo;31
12;Botafogo-RJ;Amarelo;Danilo Barbosa da Silva;5;Meio-campo;61
12;Gremio;Amarelo;Felipe Carballo;8;Meio-campo;21
12;Coritiba;Amarelo;Alef Manga;11;Atacante;42
12;Coritiba;Amarelo;Natanael;16;Meio-campo;33
12;Coritiba;Vermelho;Bruno Gomes;6;Meio-campo;93
12;Gremio;Amarelo;Reinaldo Manoel da Silva;22;Zagueiro;70
12;Coritiba;Amarelo;Benjamín Kuscevic;13;Zagueiro;73
12;Coritiba;Amarelo;Andrey;7;Meio-campo;36
12;Bragantino;Amarelo;Jadsom;5;Meio-campo;49
12;Goias;Amarelo;Magno Jose da Silva;2;Zagueiro;36
12;Bragantino;Amarelo;Vitor Hugo Naum dos Santos;28;Meio-campo;51
12;Goias;Amarelo;Bruno Melo;19;Zagueiro;64
12;America-MG;Amarelo;Mateus Pasinato;14;Goleiro;78
12;America-MG;Amarelo;Danilo Avelar;22;Zagueiro;92
12;Internacional;Amarelo;Nicolás Hernández;22;Zagueiro;15
12;Santos;Amarelo;Luan Dias;97;Meio-campo;95
12;Flamengo;Amarelo;Erick Pulgar;5;Meio-campo;52
12;Santos;Amarelo;Lucas Pires Silva;44;Zagueiro;39
12;Vasco;Amarelo;Eguinaldo;21;Atacante;95
12;Vasco;Amarelo;Luca Orellano;14;Atacante;77
12;Vasco;Amarelo;Rayan;77;Atacante;38
12;Cuiaba;Amarelo;Denilson;27;Meio-campo;88
12;Vasco;Amarelo;Zé Gabriel;23;Zagueiro;97
12;Vasco;Amarelo;Jair Rodrigues Júnior;8;Meio-campo;94
12;Vasco;Amarelo;Gabriel Pec;11;Atacante;67
12;Cuiaba;Amarelo;Alan Empereur;33;Zagueiro;90
12;Cuiaba;Amarelo;Fernando Sobral;88;Meio-campo;57
13;Fluminense;Vermelho;Jhon Arias;21;Meio-campo;99
13;Sao Paulo;Amarelo;Patryck;36;Zagueiro;98
13;Fluminense;Amarelo;Jhon Arias;21;Meio-campo;86
13;Sao Paulo;Amarelo;Gabriel Neves;20;Meio-campo;55
13;Fluminense;Amarelo;Felipe Melo;30;Zagueiro;11
13;Flamengo;Amarelo;Bruno Henrique;27;Atacante;57
13;Flamengo;Amarelo;Erick Pulgar;5;Meio-campo;44
13;Bahia;Amarelo;Neuciano Gusmão;40;Zagueiro;91
13;Bahia;Amarelo;Nicolás Acevedo;26;Meio-campo;37
13;Gremio;Amarelo;João Pedro Maturano dos Santos;18;Zagueiro;32
13;Bahia;Amarelo;Thaciano;16;Meio-campo;69
13;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;67
13;Internacional;Amarelo;Fabricio Bustos;16;Zagueiro;79
13;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;45
13;Internacional;Amarelo;Renê Rodrigues Martins;6;Zagueiro;38
13;Cruzeiro;Amarelo;Marlon Rodrigues Xavier;3;Zagueiro;52
13;Cruzeiro;Vermelho;Oliveira;6;Zagueiro;69
13;Internacional;Amarelo;Vitão;44;Zagueiro;83
13;Internacional;Amarelo;Alan Patrick;10;Meio-campo;45
13;Internacional;Amarelo;Johnny Cardoso;30;Meio-campo;44
13;Cruzeiro;Amarelo;Bruno Rodrigues;9;Atacante;69
13;Cruzeiro;Amarelo;Oliveira;6;Zagueiro;25
13;Corinthians;Amarelo;Wesley Gassova;36;Meio-campo;85
13;Corinthians;Amarelo;Fagner;23;Zagueiro;35
13;Bragantino;Amarelo;Marcos Vinicios;27;Atacante;85
13;Corinthians;Amarelo;Gabriel Moscardo;44;Meio-campo;60
13;Bragantino;Amarelo;Eduardo Santos;26;Zagueiro;89
13;Botafogo-RJ;Amarelo;Adryelson;34;Zagueiro;41
13;Vasco;Amarelo;Rayan;77;Atacante;86
13;Vasco;Amarelo;Robson Bambu;30;Zagueiro;19
13;Botafogo-RJ;Amarelo;Matías Segovia;19;Meio-campo;89
13;Vasco;Amarelo;Lucas Piton;6;Zagueiro;88
13;Vasco;Amarelo;Luca Orellano;14;Meio-campo;60
13;Vasco;Amarelo;Leonardo Pinheiro;3;Zagueiro;19
13;Atletico-MG;Vermelho;Hulk;7;Atacante;96
13;Atletico-MG;Amarelo;Alan Kardec;14;Atacante;90
13;America-MG;Amarelo;Aloísio dos Santos Gonçalves;99;Atacante;93
13;Atletico-MG;Amarelo;Hulk;7;Atacante;15
13;America-MG;Amarelo;Martín Benítez;10;Meio-campo;88
13;Athletico-PR;Amarelo;Madson;22;Zagueiro;85
13;Athletico-PR;Amarelo;Vitor Bueno;8;Meio-campo;74
13;Palmeiras;Amarelo;Gustavo Garcia;32;Meio-campo;45
13;Palmeiras;Vermelho;Gustavo Garcia;32;Meio-campo;66
13;Athletico-PR;Amarelo;Vitor Roque;9;Atacante;81
13;Athletico-PR;Amarelo;Ivaldo;3;Zagueiro;3
13;Santos;Amarelo;Gabriel Inocêncio;12;Zagueiro;34
13;Santos;Amarelo;Messias Rodrigues da Silva Júnior;24;Zagueiro;61
13;Goias;Amarelo;Magno Jose da Silva;2;Zagueiro;94
13;Goias;Amarelo;Bruno Melo;19;Zagueiro;70
13;Coritiba;Amarelo;Luan Polli;27;Goleiro;80
13;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;65
13;Coritiba;Amarelo;Gabriel Vasconcellos Ferreira;1;Goleiro;59
13;Coritiba;Amarelo;Andrey;7;Meio-campo;45
13;Goias;Amarelo;Julián Palacios;10;Meio-campo;95
13;Goias;Amarelo;Alesson;27;Meio-campo;81
13;Goias;Amarelo;Zé Ricardo;5;Meio-campo;48
13;Coritiba;Amarelo;Rodrigo Pinho;9;Atacante;70
13;Coritiba;Amarelo;Thiago Dombroski;55;Zagueiro;59
13;Coritiba;Amarelo;Diogo Batista;29;Zagueiro;53
13;Coritiba;Amarelo;Matheus Bianqui;17;Meio-campo;11
14;Cuiaba;Amarelo;Ronald;8;Meio-campo;93
14;Bahia;Amarelo;Nicolás Acevedo;26;Meio-campo;93
14;Bahia;Amarelo;André Dhominique;13;Zagueiro;37
14;Cuiaba;Amarelo;Jonathan Cafú;7;Atacante;42
14;Bahia;Amarelo;Gabriel Xavier;3;Zagueiro;78
14;Vasco;Amarelo;Mateus Carvalho;85;Meio-campo;45
14;Cruzeiro;Amarelo;Robert;80;Atacante;79
14;Vasco;Amarelo;Manuel Capasso;22;Zagueiro;86
14;Cruzeiro;Amarelo;William de Asevedo Furtado;12;Zagueiro;93
14;Cruzeiro;Amarelo;Kaiki Bruno;16;Zagueiro;54
14;Atletico-MG;Amarelo;Rodrigo Battaglia;21;Meio-campo;61
14;Atletico-MG;Amarelo;Mariano;25;Zagueiro;43
14;Corinthians;Amarelo;Murillo;34;Zagueiro;68
14;Atletico-MG;Amarelo;Jemerson de Jesus Nascimento;34;Zagueiro;50
14;Corinthians;Amarelo;Róger Guedes;10;Atacante;91
14;Coritiba;Amarelo;Alef Manga;11;Meio-campo;80
14;Coritiba;Amarelo;Henrique Adriano Buss;3;Zagueiro;56
14;America-MG;Amarelo;Everaldo;37;Meio-campo;45
14;America-MG;Amarelo;Lucas Kal;21;Meio-campo;25
14;Coritiba;Amarelo;Kaio César Andrade Lima;37;Atacante;86
14;Coritiba;Amarelo;Luan Polli;27;Goleiro;73
14;Coritiba;Amarelo;Rodrigo Pinho;9;Atacante;45
14;America-MG;Amarelo;Emmanuel Martínez;5;Meio-campo;36
14;Palmeiras;Amarelo;Mayke;12;Zagueiro;35
14;Flamengo;Amarelo;Ayrton Lucas Dantas de Medeiros;6;Zagueiro;55
14;Palmeiras;Amarelo;Richard Ríos;27;Meio-campo;76
14;Flamengo;Amarelo;Fabrício Bruno;15;Zagueiro;73
14;Flamengo;Amarelo;Victor Hugo;29;Meio-campo;33
14;Santos;Vermelho;Vladimir Orlando Cardoso de Araújo Filho;1;Goleiro;62
14;Santos;Amarelo;Luan Dias;97;Meio-campo;103
14;Santos;Amarelo;Sandry Roberto;6;Meio-campo;66
14;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;47
14;Goias;Amarelo;Matheus Santos;30;Atacante;89
14;Goias;Vermelho;Guilherme;60;Meio-campo;101
14;Santos;Amarelo;Bruno Mezenga;88;Atacante;79
14;Santos;Amarelo;João Paulo;34;Goleiro;51
14;Santos;Amarelo;Marcos Leonardo;9;Atacante;31
14;Goias;Amarelo;Luis Felipe Oyama;55;Meio-campo;68
14;Bragantino;Amarelo;Vitor Hugo Naum dos Santos;28;Atacante;31
14;Sao Paulo;Amarelo;Marcos Paulo Costa do Nascimento;32;Atacante;39
14;Bragantino;Amarelo;Juninho Capixaba;29;Zagueiro;94
14;Sao Paulo;Amarelo;Nathan;45;Zagueiro;66
14;Fluminense;Amarelo;Keno;11;Meio-campo;45
14;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;71
14;Internacional;Amarelo;Carlos de Pena;14;Meio-campo;50
14;Fluminense;Amarelo;Germán Cano;14;Atacante;10
14;Internacional;Amarelo;Gustavo Campanharo;17;Meio-campo;69
14;Athletico-PR;Amarelo;Hugo Moura;17;Meio-campo;96
14;Athletico-PR;Amarelo;Vinicius Kauê;21;Meio-campo;50
14;Fortaleza;Amarelo;Mário Sérgio Santos Costa;15;Meio-campo;56
14;Fortaleza;Amarelo;Emanuel Brítez;19;Zagueiro;37
14;Athletico-PR;Amarelo;Marcelo Cirino da Silva;7;Atacante;61
14;Fortaleza;Amarelo;Thiago Galhardo;91;Atacante;95
14;Gremio;Amarelo;Reinaldo Manoel da Silva;22;Meio-campo;30
14;Botafogo-RJ;Amarelo;Danilo Neves;6;Meio-campo;77
14;Botafogo-RJ;Amarelo;Tiquinho Soares;9;Atacante;58
14;Gremio;Amarelo;Cuiabano;54;Zagueiro;79
14;Botafogo-RJ;Amarelo;Fernando Marçal;21;Zagueiro;91
14;Botafogo-RJ;Amarelo;Philipe Sampaio;94;Zagueiro;76
14;Botafogo-RJ;Amarelo;Hugo;16;Zagueiro;36
15;Botafogo-RJ;Amarelo;Víctor Cuesta;15;Zagueiro;53
15;Bragantino;Amarelo;Vitor Hugo Naum dos Santos;28;Meio-campo;21
15;Cruzeiro;Amarelo;Neris;27;Zagueiro;51
15;Coritiba;Amarelo;Jamerson Bahia;83;Zagueiro;58
15;Coritiba;Amarelo;Marcelino Moreno;10;Meio-campo;30
15;Coritiba;Amarelo;Jean Pedroso;47;Zagueiro;89
15;Coritiba;Amarelo;Benjamín Kuscevic;13;Zagueiro;39
15;Fortaleza;Amarelo;Thiago Galhardo;91;Atacante;68
15;Fortaleza;Amarelo;Bruno Pacheco;6;Meio-campo;45
15;Cuiaba;Amarelo;Pablo Cepellini;10;Meio-campo;99
15;Cuiaba;Amarelo;Clayson;29;Atacante;43
