"partida_id","rodata","clube","cartao","atleta","num_camisa","posicao","minuto"
"8038","2","Bragantino","1","Henry Mosquera","16","Atacante","18"
"8037","2","Sao Paulo","1","Marcos Paulo Costa do Nascimento","32","Atacante","96"
"8037","2","Sao Paulo","1","Raí Ramos","34","Zagueiro","50"
"8037","2","Sao Paulo","1","Pablo Maia","29","Meio-campo","16"
"8037","2","America-MG","1","Everaldo","37","Meio-campo","48"
"8037","2","Sao Paulo","1","Luciano da Rocha Neves","10","Atacante","72"
"8037","2","Sao Paulo","1","Patryck","36","Zagueiro","30"
"8037","2","America-MG","1","Éder","33","Zagueiro","80"
"8037","2","America-MG","1","Lucas Kal","21","Meio-campo","33"
"8039","2","Cruzeiro","1","Marlon Rodrigues Xavier","3","Zagueiro","67"
"8039","2","Cruzeiro","1","Richard Candido Coelho","25","Meio-campo","58"
"8039","2","Cruzeiro","1","Ramiro","17","Meio-campo","36"
"8039","2","Gremio","1","Luis Alberto Suárez","9","Atacante","49"
"8039","2","Cruzeiro","2","Oliveira","6","Zagueiro","98"
"8039","2","Cruzeiro","1","Oliveira","6","Zagueiro","59"
"8039","2","Cruzeiro","1","Gilberto Oliveira Souza Junior","21","Atacante","43"
"8039","2","Gremio","1","Walter Kannemann","4","Zagueiro","100"
"8040","2","Internacional","1","Gustavo Campanharo","17","Meio-campo","44"
"8040","2","Flamengo","1","Everton Cebolinha","11","Atacante","102"
"8040","2","Internacional","1","Maurício Magalhães Prado","27","Meio-campo","99"
"8040","2","Internacional","1","Vitão","44","Zagueiro","30"
"8041","2","Santos","1","Rodrigo Fernández","14","Meio-campo","76"
"8041","2","Atletico-MG","1","Mariano","25","Zagueiro","93"
"8041","2","Atletico-MG","1","Hyoran","20","Meio-campo","18"
"8041","2","Santos","1","Luan Dias","97","Meio-campo","94"
"8041","2","Santos","1","Douglas Moreira","19","Meio-campo","44"
"8041","2","Atletico-MG","1","Otávio Henrique Passos Santos","5","Meio-campo","88"
"8042","2","Vasco","1","Pedro Raul","9","Atacante","57"
"8042","2","Vasco","1","Jair Rodrigues Júnior","8","Meio-campo","7"
"8042","2","Palmeiras","1","Gabriel Menino","25","Meio-campo","33"
"8042","2","Vasco","1","Gabriel Pec","11","Atacante","85"
"8042","2","Vasco","1","Lucas Piton","6","Zagueiro","11"
"8042","2","Palmeiras","1","Murilo Cerqueira","26","Zagueiro","90"
"8042","2","Palmeiras","1","José Rafael Vivian","8","Meio-campo","16"
"8043","2","Coritiba","1","Alef Manga","11","Atacante","68"
"8043","2","Fortaleza","1","Calebe Gonçalves Ferreira da Silva","27","Meio-campo","69"
"8043","2","Fortaleza","1","Emanuel Brítez","19","Zagueiro","72"
"8044","2","Goias","1","Julián Palacios","10","Meio-campo","82"
"8044","2","Goias","1","Matheus Peixoto","17","Atacante","49"
"8044","2","Corinthians","1","Fausto Vera","5","Meio-campo","52"
"8044","2","Goias","1","Lucas Halter","3","Zagueiro","84"
"8044","2","Goias","1","Zé Ricardo","5","Meio-campo","68"
"8044","2","Goias","1","Bruno Melo","19","Zagueiro","26"
"8044","2","Corinthians","1","Fábio Santos","6","Zagueiro","21"
"8045","2","Bahia","1","Gabriel Teixeira","11","Atacante","92"
"8045","2","Botafogo-RJ","1","Tiquinho Soares","9","Atacante","72"
"8045","2","Botafogo-RJ","1","Leonel Di Plácido","24","Zagueiro","92"
"8047","3","Coritiba","1","Kaio César Andrade Lima","37","Atacante","71"
"8047","3","Coritiba","1","Bruno Gomes","6","Meio-campo","38"
"8047","3","Sao Paulo","1","Michel Araújo","15","Meio-campo","78"
"8047","3","Coritiba","1","Gabriel Vasconcellos Ferreira","1","Goleiro","66"
"8047","3","Coritiba","1","Benjamín Kuscevic","13","Zagueiro","34"
"8046","3","Fluminense","1","John Kennedy","9","Meio-campo","23"
"8046","3","Fluminense","1","Keno","11","Atacante","87"
"8046","3","Fluminense","1","Gabriel Pirani","20","Meio-campo","20"
"8048","3","Palmeiras","1","Mayke","12","Zagueiro","55"
"8048","3","Corinthians","1","Du Queiroz","37","Zagueiro","77"
"8048","3","Corinthians","1","Róger Guedes","10","Meio-campo","21"
"8048","3","Palmeiras","1","Rafael Navarro","29","Atacante","72"
"8048","3","Palmeiras","1","Joaquín Piquerez","22","Zagueiro","39"
"8048","3","Corinthians","1","Giuliano Victor de Paula","20","Meio-campo","72"
"8049","3","Santos","1","Nathan Santos","22","Zagueiro","33"
"8049","3","America-MG","1","Iago Maidana","3","Zagueiro","92"
"8049","3","America-MG","1","Alexandre Egea","16","Meio-campo","43"
"8049","3","Santos","1","Rodrigo Fernández","14","Meio-campo","49"
"8049","3","Santos","1","Douglas Moreira","19","Meio-campo","27"
"8049","3","America-MG","1","Everaldo","37","Meio-campo","72"
"8049","3","America-MG","1","Éder","33","Zagueiro","28"
"8049","3","Santos","2","Eduardo","4","Zagueiro","93"
"8050","3","Bragantino","1","Cleiton Schwengber","1","Goleiro","79"
"8050","3","Bragantino","1","Thiago Borbas","18","Atacante","67"
"8050","3","Cruzeiro","1","Neris","27","Zagueiro","77"
"8050","3","Cruzeiro","1","Ramiro","17","Meio-campo","32"
"8050","3","Bragantino","2","Cleiton Schwengber","1","Goleiro","79"
"8050","3","Bragantino","1","Jadsom","5","Meio-campo","67"
"8050","3","Bragantino","1","Hélio Junio Nunes de Castro","11","Meio-campo","38"
"8050","3","Cruzeiro","1","Luciano Castán","4","Zagueiro","73"
"8050","3","Bragantino","2","Aderlan Silva","13","Zagueiro","27"
"8051","3","Atletico-MG","1","Mauricio Lemos","28","Zagueiro","68"
"8051","3","Athletico-PR","1","Agustín Canobbio","14","Atacante","98"
"8051","3","Athletico-PR","1","Alex Paulo Menezes Santana","80","Meio-campo","64"
"8051","3","Athletico-PR","2","Alex Paulo Menezes Santana","80","Meio-campo","80"
"8051","3","Atletico-MG","1","Éverson Felipe Marques Pires","22","Goleiro","98"
"8051","3","Atletico-MG","1","Réver","4","Zagueiro","29"
"8051","3","Athletico-PR","1","Léo Linck","23","Goleiro","86"
"8052","3","Flamengo","1","David Luiz","23","Zagueiro","74"
"8052","3","Flamengo","1","Gabriel Barbosa","10","Meio-campo","30"
"8052","3","Botafogo-RJ","1","Tiquinho Soares","9","Atacante","85"
"8052","3","Flamengo","1","Thiago Maia","8","Meio-campo","77"
"8052","3","Flamengo","1","Arturo Vidal","32","Meio-campo","43"
"8052","3","Botafogo-RJ","1","Víctor Cuesta","15","Zagueiro","102"
"8052","3","Botafogo-RJ","1","Rafael Pereira da Silva","2","Zagueiro","48"
"8052","3","Botafogo-RJ","2","Rafael Pereira da Silva","2","Zagueiro","51"
"8053","3","Cuiaba","1","Deyverson","16","Atacante","81"
"8053","3","Cuiaba","1","Raniele","14","Meio-campo","55"
"8053","3","Gremio","1","João Paulo Bitello","39","Meio-campo","91"
"8053","3","Cuiaba","2","Patric","94","Zagueiro","97"
"8053","3","Gremio","1","Walter Kannemann","4","Zagueiro","81"
"8053","3","Gremio","1","Mila","45","Meio-campo","37"
"8053","3","Cuiaba","1","Ronald","8","Meio-campo","71"
"8053","3","Cuiaba","1","Patric","94","Zagueiro","35"
"8053","3","Gremio","1","Diogo Barbosa","6","Zagueiro","88"
"8053","3","Gremio","1","Bruno Alves","34","Zagueiro","40"
"8054","3","Internacional","1","Gabriel Mercado","25","Zagueiro","72"
"8054","3","Internacional","1","Carlos de Pena","14","Meio-campo","47"
"8054","3","Goias","2","Magno Jose da Silva","2","Zagueiro","61"
"8054","3","Internacional","1","Alexandre Alemão","35","Atacante","97"
"8054","3","Internacional","1","Alan Patrick","10","Meio-campo","58"
"8054","3","Goias","1","Magno Jose da Silva","2","Zagueiro","61"
"8055","3","Vasco","1","Andrey Santos","18","Meio-campo","42"
"8055","3","Bahia","1","Ademir","7","Meio-campo","53"
"8055","3","Bahia","1","Nicolás Acevedo","26","Meio-campo","18"
"8055","3","Bahia","1","Vítor Jacaré","29","Zagueiro","97"
"8055","3","Bahia","1","Matheus Bahia Santos","79","Zagueiro","31"
"8056","4","Cruzeiro","1","Richard Candido Coelho","25","Meio-campo","83"
"8056","4","Cruzeiro","1","Ramiro","17","Meio-campo","69"
"8056","4","Cruzeiro","1","Matheus Jussa","18","Zagueiro","23"
"8056","4","Santos","1","Gabriel Inocêncio","12","Zagueiro","64"
"8056","4","Cruzeiro","1","Henrique Dourado","99","Atacante","89"
"8056","4","Cruzeiro","1","Oliveira","6","Zagueiro","80"
"8056","4","Cruzeiro","1","William de Asevedo Furtado","12","Zagueiro","47"
"8056","4","Santos","1","Rodrigo Fernández","14","Meio-campo","66"
"8056","4","Santos","1","Lucas Rafael Araújo Lima","23","Meio-campo","38"
"8057","4","Fluminense","1","John Kennedy","9","Atacante","77"
"8057","4","Fluminense","1","André","7","Meio-campo","40"
"8057","4","Vasco","1","Figueiredo","15","Atacante","93"
"8057","4","Fluminense","1","Felipe Melo","30","Zagueiro","43"
"8057","4","Vasco","1","Eguinaldo","21","Atacante","95"
"8057","4","Vasco","1","Leo Jardim","1","Goleiro","47"
"8058","4","America-MG","2","Matheus Cavichioli","1","Goleiro","89"
"8058","4","America-MG","1","Mateus Gonçalves Martins","27","Atacante","80"
"8058","4","America-MG","1","Alexandre Egea","16","Meio-campo","31"
"8058","4","Cuiaba","1","Mateusinho","98","Zagueiro","94"
"8058","4","Cuiaba","1","Alan Empereur","33","Zagueiro","57"
"8058","4","America-MG","1","Marlon","6","Zagueiro","51"
"8058","4","Cuiaba","1","Pablo Cepellini","10","Meio-campo","94"
"8058","4","Cuiaba","1","Ronald","8","Meio-campo","69"
"8059","4","Bahia","1","Vítor Jacaré","29","Meio-campo","50"
"8059","4","Coritiba","1","Jamerson Bahia","83","Meio-campo","88"
"8059","4","Coritiba","1","Victor Luis","26","Zagueiro","67"
"8059","4","Coritiba","1","Gabriel Boschilia","35","Meio-campo","52"
"8059","4","Bahia","1","Gabriel Teixeira","11","Atacante","51"
"8059","4","Coritiba","1","Matheus Bianqui","17","Meio-campo","100"
"8059","4","Coritiba","1","Henrique Adriano Buss","3","Zagueiro","77"
"8059","4","Coritiba","1","Bruno Viana","5","Zagueiro","55"
"8059","4","Coritiba","1","Willian Farias","8","Meio-campo","32"
"8061","4","Athletico-PR","1","Erick Luis Conrado Carvalho","26","Meio-campo","64"
"8061","4","Flamengo","1","Gabriel Barbosa","10","Atacante","32"
"8061","4","Athletico-PR","1","Fernandinho","5","Meio-campo","96"
"8061","4","Flamengo","1","Erick Pulgar","5","Meio-campo","74"
"8060","4","Sao Paulo","1","Wellington Rato","27","Meio-campo","82"
"8060","4","Sao Paulo","1","Rafinha","13","Zagueiro","47"
"8060","4","Internacional","1","Rodrigo Moledo","4","Zagueiro","79"
"8060","4","Internacional","1","Maurício Magalhães Prado","27","Meio-campo","58"
"8060","4","Sao Paulo","1","Gabriel Neves","20","Meio-campo","58"
"8060","4","Internacional","1","Lucca Holanda Sampaio Tavares","45","Atacante","87"
"8060","4","Internacional","1","Gabriel Mercado","25","Zagueiro","67"
"8062","4","Gremio","1","Gustavo Martins","53","Zagueiro","76"
"8062","4","Gremio","1","Bruno Uvini","15","Zagueiro","44"
"8062","4","Bragantino","1","Matheus Fernandes","35","Meio-campo","40"
"8062","4","Gremio","1","Nathan","7","Meio-campo","88"
"8062","4","Gremio","1","Everton","13","Meio-campo","67"
"8062","4","Gremio","1","Vina","11","Meio-campo","31"
"8062","4","Bragantino","1","Vitor Hugo Naum dos Santos","28","Atacante","5"
"8063","4","Botafogo-RJ","1","Lucas Fernandes da Silva","18","Meio-campo","63"
"8063","4","Atletico-MG","1","Rodrigo Battaglia","21","Meio-campo","40"
"8063","4","Atletico-MG","1","Mauricio Lemos","28","Zagueiro","54"
"8063","4","Atletico-MG","1","Rubens","44","Zagueiro","28"
"8064","4","Goias","1","Diego","20","Zagueiro","68"
"8064","4","Palmeiras","1","Endrick","9","Atacante","76"
"8064","4","Palmeiras","1","José Rafael Vivian","8","Meio-campo","68"
"8064","4","Palmeiras","1","Raphael Cavalcante Veiga","23","Meio-campo","50"
"8064","4","Goias","2","Lucas Halter","3","Zagueiro","41"
"8064","4","Goias","1","Bruno Melo","19","Zagueiro","14"
"8064","4","Palmeiras","1","Gustavo Gómez","15","Zagueiro","70"
"8064","4","Palmeiras","1","Joaquín Piquerez","22","Meio-campo","66"
"8064","4","Palmeiras","1","Mayke","12","Zagueiro","25"
"8065","4","Corinthians","1","Murillo","34","Zagueiro","76"
"8065","4","Fortaleza","1","Silvio Romero","18","Atacante","99"
"8065","4","Corinthians","1","Fausto Vera","5","Meio-campo","62"
"8065","4","Fortaleza","1","Bruno Pacheco","6","Zagueiro","13"
"8067","5","Santos","1","Deivid Washington","36","Atacante","42"
"8067","5","Bahia","1","Nicolás Acevedo","26","Meio-campo","50"
"8067","5","Bahia","1","Jhoanner Chávez","6","Meio-campo","3"
"8067","5","Santos","1","Lucas Rafael Araújo Lima","23","Meio-campo","68"
"8067","5","Bahia","1","Kanu","4","Zagueiro","89"
"8067","5","Bahia","1","Neuciano Gusmão","40","Meio-campo","25"
"8067","5","Santos","1","Lucas Braga Ribeiro","30","Atacante","51"
"8066","5","Internacional","1","Gabriel Barros","42","Atacante","94"
"8066","5","Athletico-PR","1","Vitor Bueno","8","Meio-campo","95"
"8066","5","Athletico-PR","1","Pedro Henrique Ribeiro Gonçalves","34","Zagueiro","73"
"8066","5","Internacional","1","Igor Gomes","21","Zagueiro","70"
"8066","5","Athletico-PR","1","Bento Matheus Krepski","1","Goleiro","92"
"8066","5","Athletico-PR","1","Hugo Moura","17","Meio-campo","28"
"8068","5","Bragantino","1","Vitor Hugo Naum dos Santos","28","Meio-campo","86"
"8068","5","Bragantino","1","Thiago Borbas","18","Atacante","55"
"8068","5","America-MG","1","Éder","33","Zagueiro","59"
"8068","5","America-MG","1","Márcio Almeida de Oliveira","25","Zagueiro","46"
"8068","5","Bragantino","1","Eduardo Santos","26","Zagueiro","101"
"8068","5","Bragantino","1","Jadsom","5","Meio-campo","77"
"8068","5","Bragantino","1","Eduardo Sasha","19","Atacante","16"
"8068","5","America-MG","1","Everaldo","37","Meio-campo","49"
"8069","5","Atletico-MG","1","Eduardo Vargas","11","Atacante","52"
"8069","5","Cuiaba","1","Marllon Borges","4","Zagueiro","47"
"8069","5","Atletico-MG","1","Matías Zaracho","15","Meio-campo","37"
"8070","5","Goias","1","Vinícius Santos Silva","7","Meio-campo","42"
"8071","5","Fluminense","1","Fábio Deivson Lopes Maciel","1","Goleiro","80"
"8071","5","Fluminense","1","Manoel Messias Silva Carvalho","26","Zagueiro","75"
"8071","5","Fluminense","1","Marcelo Vieira da Silva Júnior","12","Zagueiro","20"
"8071","5","Fluminense","2","André","7","Meio-campo","77"
"8071","5","Cruzeiro","1","Wesley Ribeiro Silva","11","Meio-campo","42"
"8071","5","Fluminense","1","André","7","Meio-campo","77"
"8071","5","Fluminense","1","Thiago dos Santos","29","Meio-campo","72"
"8072","5","Palmeiras","1","José Rafael Vivian","8","Meio-campo","27"
"8072","5","Gremio","1","Bruno Uvini","15","Zagueiro","55"
"8072","5","Gremio","1","Mathías Villasanti","20","Meio-campo","29"
"8072","5","Palmeiras","1","Joaquín Piquerez","22","Zagueiro","82"
"8072","5","Gremio","1","Walter Kannemann","4","Zagueiro","61"
"8072","5","Gremio","1","Gabriel Grando","12","Goleiro","51"
"8073","5","Coritiba","1","Zé Roberto","18","Atacante","37"
"8073","5","Coritiba","1","Natanael","16","Zagueiro","85"
"8073","5","Vasco","1","Matías Galarza","19","Meio-campo","57"
"8074","5","Botafogo-RJ","1","Víctor Cuesta","15","Zagueiro","85"
"8074","5","Corinthians","1","Fábio Santos","6","Zagueiro","48"
"8074","5","Corinthians","1","Carlos Gilberto do Nascimento Silva","4","Zagueiro","85"
"8075","5","Fortaleza","1","Emanuel Brítez","19","Zagueiro","21"
"8075","5","Sao Paulo","1","Gabriel Neves","20","Meio-campo","80"
"8075","5","Sao Paulo","1","Raí Ramos","34","Zagueiro","29"
"8075","5","Sao Paulo","2","Rodrigo Nestor","11","Meio-campo","71"
"8075","5","Fortaleza","1","Yago Pikachu","22","Meio-campo","51"
"8075","5","Sao Paulo","1","Alisson Euler de Freitas Castro","7","Meio-campo","91"
"8075","5","Sao Paulo","1","Rodrigo Nestor","11","Meio-campo","48"
"8075","5","Fortaleza","2","Emanuel Brítez","19","Zagueiro","62"
"8076","6","Bahia","1","Yago Rocha","20","Meio-campo","60"
"8076","6","Bahia","1","David Duarte","33","Zagueiro","47"
"8076","6","Bahia","1","Vitor Hugo Franchescoli de Souza","31","Zagueiro","26"
"8076","6","Flamengo","1","Giorgian De Arrascaeta","14","Meio-campo","93"
"8076","6","Flamengo","1","Fabrício Bruno","15","Zagueiro","62"
"8076","6","Bahia","2","Julio Cesar de Rezende Miranda","5","Zagueiro","74"
"8076","6","Bahia","1","Kanu","4","Zagueiro","74"
"8076","6","Bahia","1","Ademir","7","Atacante","55"
"8076","6","Bahia","1","Julio Cesar de Rezende Miranda","5","Zagueiro","39"
"8076","6","Flamengo","1","Ayrton Lucas Dantas de Medeiros","6","Zagueiro","94"
"8076","6","Flamengo","1","Léo Pereira","4","Zagueiro","87"
"8076","6","Flamengo","1","Arturo Vidal","32","Meio-campo","51"
"8076","6","Bahia","2","Kanu","4","Zagueiro","77"
"8077","6","Fluminense","1","Giovanni Manson Ribeiro","37","Meio-campo","79"
"8077","6","Fluminense","1","Guga","23","Zagueiro","25"
"8077","6","Cuiaba","1","Matheus Alexandre Anastácio de Souza","2","Zagueiro","42"
"8077","6","Cuiaba","1","Walter Leandro Capeloza Artune","1","Goleiro","23"
"8077","6","Fluminense","1","Jhon Arias","21","Meio-campo","40"
"8077","6","Cuiaba","1","Mateusinho","98","Zagueiro","48"
"8077","6","Cuiaba","1","Denilson","27","Meio-campo","33"
"8078","6","Bragantino","1","Alerrandro Barra Mansa Realino de Souza","9","Atacante","85"
"8078","6","Bragantino","1","Eric dos Santos Rodrigues","7","Meio-campo","42"
"8078","6","Palmeiras","1","Gustavo Gómez","15","Zagueiro","89"
"8078","6","Bragantino","1","Cleiton Schwengber","1","Goleiro","83"
"8078","6","Bragantino","1","Juninho Capixaba","29","Zagueiro","17"
"8079","6","Atletico-MG","1","Jemerson de Jesus Nascimento","34","Zagueiro","88"
"8079","6","Internacional","1","Nicolás Hernández","22","Zagueiro","72"
"8079","6","Internacional","1","Alexandre Alemão","35","Atacante","7"
"8079","6","Atletico-MG","1","Cristian Pavón","9","Meio-campo","7"
"8079","6","Internacional","1","Rômulo Zwarg","40","Meio-campo","45"
"8080","6","Gremio","1","Walter Kannemann","4","Zagueiro","79"
"8080","6","Fortaleza","1","Lucas Sasha","88","Meio-campo","95"
"8080","6","Fortaleza","1","Brayan Ceballos","3","Zagueiro","41"
"8080","6","Gremio","1","Mathías Villasanti","20","Meio-campo","93"
"8080","6","Gremio","1","Reinaldo Manoel da Silva","22","Zagueiro","43"
"8080","6","Fortaleza","1","Calebe Gonçalves Ferreira da Silva","27","Meio-campo","52"
"8080","6","Fortaleza","1","Cristian Chagas Tarouco","4","Zagueiro","21"
"8081","6","Vasco","1","Leonardo Pinheiro","3","Zagueiro","91"
"8081","6","Vasco","1","José Luis Rodríguez Bebanz","2","Zagueiro","76"
"8081","6","Santos","1","Nathan Santos","22","Zagueiro","72"
"8081","6","Vasco","1","Robson Bambu","30","Zagueiro","78"
"8081","6","Vasco","1","Erick Marcus","16","Atacante","75"
"8082","6","Corinthians","1","Fagner","23","Zagueiro","5"
"8082","6","Sao Paulo","1","Rafinha","13","Zagueiro","48"
"8082","6","Sao Paulo","1","Lucas Beraldo","35","Zagueiro","11"
"8082","6","Corinthians","1","Carlos Gilberto do Nascimento Silva","4","Zagueiro","27"
"8082","6","Sao Paulo","1","Luciano da Rocha Neves","10","Meio-campo","51"
"8082","6","Sao Paulo","1","Caio Paulista","38","Zagueiro","28"
"8083","6","Athletico-PR","1","Fernandinho","5","Meio-campo","86"
"8083","6","Coritiba","1","Marcos Vinícius","22","Zagueiro","40"
"8083","6","Coritiba","1","Marcelino Moreno","10","Meio-campo","21"
"8083","6","Athletico-PR","1","Vitor Bueno","8","Meio-campo","98"
"8083","6","Athletico-PR","1","Fernando Augusto Pereira Bueno Júnior","6","Zagueiro","63"
"8083","6","Coritiba","1","Bruno Gomes","6","Meio-campo","30"
"8085","6","America-MG","1","Aloísio dos Santos Gonçalves","99","Atacante","68"
"8085","6","America-MG","1","Ricardo Silva","45","Zagueiro","36"
"8084","6","Goias","1","Dodô","95","Meio-campo","92"
"8084","6","Goias","1","Matheus Peixoto","17","Atacante","32"
"8084","6","Goias","1","Willian","12","Meio-campo","19"
"8084","6","Botafogo-RJ","1","Fernando Marçal","21","Zagueiro","77"
"8084","6","Goias","1","Zé Ricardo","5","Meio-campo","95"
"8084","6","Goias","1","Lucas Halter","3","Zagueiro","70"
"8084","6","Goias","1","Magno Jose da Silva","2","Zagueiro","25"
"8084","6","Botafogo-RJ","1","Adryelson","34","Zagueiro","86"
"8084","6","Botafogo-RJ","1","Luis Segovia","4","Zagueiro","38"
"8086","7","Bahia","1","Ryan","66","Meio-campo","84"
"8086","7","Goias","1","Alesson","27","Meio-campo","62"
"8086","7","Goias","1","Magno Jose da Silva","2","Zagueiro","69"
"8086","7","Goias","1","Zé Ricardo","5","Meio-campo","36"
"8087","7","Bragantino","1","Jadsom","5","Meio-campo","95"
"8087","7","Bragantino","1","Cleiton Schwengber","1","Goleiro","21"
"8087","7","Athletico-PR","1","Agustín Canobbio","14","Atacante","85"
"8087","7","Bragantino","1","Eduardo Sasha","19","Atacante","79"
"8087","7","Athletico-PR","1","Thiago Andrade","19","Atacante","86"
"8087","7","Athletico-PR","1","Madson","22","Zagueiro","80"
"8088","7","Vasco","1","Pedro Raul","9","Atacante","84"
"8088","7","Vasco","1","Figueiredo","15","Atacante","49"
"8088","7","Vasco","1","Jair Rodrigues Júnior","8","Meio-campo","75"
"8088","7","Vasco","1","Cauan Barros","88","Meio-campo","35"
"8090","7","America-MG","1","Márcio Almeida de Oliveira","25","Zagueiro","60"
"8090","7","America-MG","1","Danilo Avelar","22","Zagueiro","16"
"8090","7","Fortaleza","1","Brayan Ceballos","3","Zagueiro","23"
"8090","7","America-MG","1","Lucas Kal","21","Meio-campo","88"
"8090","7","America-MG","1","Renato Marques","78","Atacante","53"
"8090","7","Fortaleza","1","Moisés Vieira da Veiga","21","Meio-campo","45"
"8091","7","Botafogo-RJ","1","Víctor Cuesta","15","Zagueiro","48"
"8091","7","Botafogo-RJ","1","Tiquinho Soares","9","Atacante","41"
"8091","7","Fluminense","1","Leanderson da Silva Genésio","99","Atacante","52"
"8091","7","Botafogo-RJ","1","Carlos Eduardo de Oliveira Alves","33","Meio-campo","93"
"8091","7","Botafogo-RJ","1","Fernando Marçal","21","Zagueiro","43"
"8091","7","Fluminense","1","Nino","33","Zagueiro","93"
"8089","7","Atletico-MG","2","Mauricio Lemos","28","Zagueiro","89"
"8089","7","Coritiba","1","Robson Fernandes","30","Atacante","46"
"8089","7","Coritiba","1","Zé Roberto","18","Atacante","28"
"8089","7","Atletico-MG","1","Renzo Saravia","26","Zagueiro","94"
"8089","7","Atletico-MG","1","Mauricio Lemos","28","Zagueiro","66"
"8089","7","Atletico-MG","1","Hyoran","20","Meio-campo","58"
"8089","7","Atletico-MG","1","Igor Gomes","17","Meio-campo","43"
"8089","7","Coritiba","2","Zé Roberto","18","Atacante","55"
"8089","7","Coritiba","1","Natanael","16","Meio-campo","36"
"8089","7","Coritiba","1","Liziero","31","Meio-campo","18"
"8089","7","Atletico-MG","1","Eduardo Vargas","11","Atacante","84"
"8089","7","Atletico-MG","1","Hulk","7","Atacante","65"
"8089","7","Atletico-MG","1","Patrick","49","Meio-campo","46"
"8092","7","Santos","1","Douglas Moreira","19","Meio-campo","75"
"8092","7","Palmeiras","1","Raphael Cavalcante Veiga","23","Meio-campo","15"
"8092","7","Santos","1","Daniel Ruiz Rivera","7","Atacante","88"
"8092","7","Santos","1","Ângelo Gabriel","11","Meio-campo","21"
"8093","7","Corinthians","1","Bruno Méndez","25","Zagueiro","76"
"8093","7","Corinthians","1","Cássio Ramos","12","Goleiro","78"
"8094","7","Internacional","1","Gustavo Campanharo","17","Meio-campo","69"
"8094","7","Gremio","2","Walter Kannemann","4","Zagueiro","52"
"8094","7","Gremio","1","Walter Kannemann","4","Zagueiro","27"
"8095","7","Cuiaba","1","Fernando Sobral","88","Meio-campo","98"
"8095","7","Cuiaba","1","Wellington Alves da Silva","11","Atacante","15"
"8095","7","Cruzeiro","1","Gilberto Oliveira Souza Junior","21","Atacante","77"
"8095","7","Cuiaba","1","Denilson","27","Meio-campo","83"
"8096","8","Athletico-PR","1","Vitor Bueno","8","Meio-campo","55"
"8096","8","Gremio","1","André Henrique","77","Atacante","96"
"8096","8","Gremio","1","Adriel","31","Goleiro","55"
"8096","8","Athletico-PR","1","Thiago Heleno","44","Zagueiro","76"
"8096","8","Gremio","1","Gustavo Martins","53","Zagueiro","98"
"8096","8","Gremio","1","Reinaldo Manoel da Silva","22","Meio-campo","56"
"8097","8","Fortaleza","1","João Ricardo Riedi","1","Goleiro","91"
"8097","8","Vasco","1","Manuel Capasso","22","Zagueiro","5"
"8097","8","Fortaleza","1","Yago Pikachu","22","Meio-campo","98"
"8097","8","Fortaleza","1","Hércules","35","Meio-campo","42"
"8098","8","Cruzeiro","1","William de Asevedo Furtado","12","Zagueiro","62"
"8098","8","Cruzeiro","1","Rafael Cabral Barbosa","1","Goleiro","50"
"8098","8","Flamengo","1","Gerson Santos da Silva","20","Meio-campo","66"
"8098","8","Flamengo","1","Thiago Maia","8","Meio-campo","52"
"8098","8","Cruzeiro","1","Igor Formiga","33","Zagueiro","52"
"8098","8","Cruzeiro","1","Wesley Ribeiro Silva","11","Atacante","31"
"8098","8","Flamengo","1","Ayrton Lucas Dantas de Medeiros","6","Zagueiro","94"
"8098","8","Flamengo","1","Gabriel Barbosa","10","Atacante","56"
"8098","8","Cruzeiro","1","Matheus Jussa","18","Zagueiro","82"
"8099","8","Cuiaba","1","Patric","94","Zagueiro","86"
"8099","8","Cuiaba","1","Raniele","14","Meio-campo","58"
"8099","8","Coritiba","1","Matheus Bianqui","17","Meio-campo","83"
"8099","8","Coritiba","1","Gabriel Vasconcellos Ferreira","1","Goleiro","69"
"8099","8","Cuiaba","1","Alan Empereur","33","Zagueiro","71"
"8099","8","Coritiba","1","Benjamín Kuscevic","13","Zagueiro","95"
"8099","8","Coritiba","1","Bruno Viana","5","Zagueiro","72"
"8099","8","Coritiba","1","Wesley Pombo","57","Atacante","66"
"8100","8","Sao Paulo","1","Alan Franco","28","Zagueiro","78"
"8100","8","Goias","1","Fellipe Bastos","8","Meio-campo","97"
"8100","8","Goias","1","Lucas Halter","3","Zagueiro","49"
"8100","8","Sao Paulo","1","Wellington Rato","27","Meio-campo","50"
"8100","8","Goias","1","Bruno Santos","13","Zagueiro","95"
"8100","8","Goias","1","Diego","20","Meio-campo","24"
"8102","8","Internacional","1","Gustavo Campanharo","17","Meio-campo","97"
"8102","8","Bahia","1","Everaldo Stum","9","Atacante","63"
"8102","8","Bahia","1","Ryan","66","Zagueiro","68"
"8101","8","Corinthians","1","Cássio Ramos","12","Goleiro","95"
"8101","8","Corinthians","1","Matheus Bidu","21","Zagueiro","52"
"8101","8","Fluminense","1","Samuel Xavier","2","Zagueiro","52"
"8101","8","Corinthians","1","Fausto Vera","5","Meio-campo","82"
"8101","8","Corinthians","1","Carlos Gilberto do Nascimento Silva","4","Zagueiro","14"
"8101","8","Fluminense","1","Felipe Melo","30","Zagueiro","42"
"8104","8","Bragantino","1","Hélio Junio Nunes de Castro","11","Atacante","14"
